Text,Date,search_term
"@Xbox @majornelson @DMC_Ryan @XboxGamePass @XboxP3 I'm still waiting for a huge Xbox Store Sale for this #Quarantine . Everyone is playing Xbox more then usual because lots of people are home from work. Now is the perfect time! I'm ready to buy lots of games, unleash the deals!",04/01/2020,quarantine
Living alone for the past 2 years or so makes quarantine feel like everyday life and im not mad about it,04/01/2020,quarantine
I don’t know if I’ve reached an all time low or an all time quarantine high but I’m currently having a romantic night of solo dancing and wine in my living room. ,04/01/2020,quarantine
For the last hour I have been trying to go Instagram live with @justinbieber ... pick me next plz I’m bored in quarantine too,04/01/2020,quarantine
"Well, I just went to level 8 on the quarantine chart, “Britney Spears in rehab”, and probably will go to “full metal jacket” level 9 tomorrow. @Chateau Appian https://www.instagram.com/p/B-dQFSvJd--/?igshid=128neunzykbxd",04/01/2020,quarantine
Keep your eyes open on your quarantine walks for these signs on light poles around VANCOUVER—“Reading Lights” is supported by community donors and celebrates the work of B.C.’s children’s book authors and… https://www.instagram.com/p/B-dQD-cAg2z/?igshid=10urrb12m6x45,04/01/2020,quarantine
Just started watching Breaking Bad during quarantine and do not understand how we don’t have universal healthcare by now.,04/01/2020,quarantine
"Well, quarantine desperation has officially set in. This morning I made my own caramel frappe",04/01/2020,quarantine
All rules are different during Quarantine!!! ,04/01/2020,quarantine
time to get out this quarantine funk,04/01/2020,quarantine
"This quarantine has given me enough time to watch all the White House Press Briefings, and in conclusion, all news is Fake News",04/01/2020,quarantine
Some quarantine fun ,04/01/2020,quarantine
restarted grey’s two weeks ago and restarting vampire diaries today bc quarantine got me mega bored,04/01/2020,quarantine
Quarantine really getting to me and my mental health lately ,04/01/2020,quarantine
"Got a couple DM’s to rate my own burger and it fits quarantine law, so roll tide. @BigGreenEgg I will STAN for you.....for money though. Roll tide. Stay home.....for football",04/01/2020,quarantine
3/4th of the way through the day...but is a quarantine day a good day??? April 1st will forever be a day of remembrance for us Kifah the difah thanks for making me go 3 years ago to get the dumb thing removed. #Independence,04/01/2020,quarantine
When quarantine over I’m going toe hunting lol,04/01/2020,quarantine
"Things I have learned in quarantine: 1) If left to his own devices, my husband will exercise every day and shower once a week; whereas 2) I will shower every day and exercise once a week. #QuarantineLife",04/01/2020,quarantine
"Sunset in the “bucket”#sunsetphotography #pawtucket #mavic2pro #quarantine #quarantinelife @Pawtucket, Rhode Island https://www.instagram.com/p/B-dQAYyHJn7/?igshid=10afbys9hrej",04/01/2020,quarantine
This #houstonwx is really making this #quarantine of #Juan bearable,04/01/2020,quarantine
just shaved my legs for the first time since the quarantine started. i’m feeling.....saucy,04/01/2020,quarantine
quarantine day ??? my gf is trying to convince me that digestion is actually just a conspiracy (and that everyone knows it),04/01/2020,quarantine
"once this quarantine is over, this gon be me after i get a haircut ",04/01/2020,quarantine
For your quarantine listening pleasure...please click play and listen for 1 minute! ,04/01/2020,quarantine
"Thanks theabstractsage (taken way before the quarantine, chill.) • • • #photoop #photoshoot #quarantinelife #humpday @North Hollywood, California https://www.instagram.com/p/B-dP71fDweY/?igshid=2tqc4vfunj65",04/01/2020,quarantine
"Shout out to @inphamusamadeuz for havin me on his @shade45 Cyber Cypher the other night. Shit was lit. Mad fire emojis Keep makin the most of what you got, y'all. #quarantinelife #quarantine #shade45… https://www.instagram.com/p/B-dP0rigEkq/?igshid=4d5mp06hbyy7",04/01/2020,quarantine
"Some puppy love to cheer you up #KapiLife #quarantine #saferathome #shelterinplace #California @Irvine, California https://www.instagram.com/p/B-dPp2NjmSb/?igshid=136no74y1r3s7",04/01/2020,quarantine
Day something whatever of the quarantine... My balls are starting to smell like the homeless guy that lives under the bridge by the YMCA. ,04/01/2020,quarantine
New Research on Stress of Quarantine &amp; 5 Ways to Feel Better | Psychology Today ,04/01/2020,quarantine
Quarantine finna pop off #NewProfilePic,04/01/2020,quarantine
"Lol. She's taking the quarantine awfully hard, ain't she? I feel her, it get lonely at times. @BretBaier @BillHemmer @SandraSmithFox @marthamaccallum @ShannonBream",04/01/2020,quarantine
I wonder if I’ll ever go insane enough in quarantine to shave my head. The world may never know. ,04/01/2020,quarantine
"My happy place... * * * #getoutside #sunshine #windybutidontcare #myhappyplace #downbytheriver #quarantine #walking #whitesockswithtennisshoes #selfcarefromtheinsideout #selfcareisntselfish @Mayberry Park,… https://www.instagram.com/p/B-dP40lhB-x/?igshid=120mjh17b40dp",04/01/2020,quarantine
This “quarantine” has really been a test,04/01/2020,quarantine
Today has easily been the slowest day of the quarantine so far,04/01/2020,quarantine
Day 5 of my quarantine: someone broke into my car and stole my One Direction watch. ,04/01/2020,quarantine
No prisoners during quarantine! #DadRules!,04/01/2020,quarantine
"this quarantine made me less crazy somehow??? i’m just not interested in anything anymore, i have not checked a snap score yet",04/01/2020,quarantine
Feeling my Zara Larson fantasy #dragqueen #Quarantine #drag #lipsync #makeup,04/01/2020,quarantine
Quarantine got me like.... ,04/01/2020,quarantine
Day 1274 in quarantine. My mother told me she can’t stand my voice and to stop talking .,04/01/2020,quarantine
Thank the quarantine ,04/01/2020,quarantine
Day 16 of Quarantine: I found out that Mt. Everest rises a few millimeters every year. That’s wild,04/01/2020,quarantine
"Quarantine groceries or airbrushing? @New York, New York https://www.instagram.com/p/B-dPzRDnjvk/?igshid=17fotd6si1mt3",04/01/2020,quarantine
Useless overplaying quarantine groove fill thing? How my gf has not killed me yet is a complete and total mystery to me... ,04/01/2020,quarantine
Quarantine turned me into a Gluten Free Pizza chef ,04/01/2020,quarantine
I HATE QUARANTINE I JUST WANNA SEE THE HOMIES,04/01/2020,quarantine
 workout quarantine kit Much appreciation to @trinity1fitness still gotta reach the goal ... Beats Weights Cardio #ItsHardButItsFair #LiftLoudAndSweatVolumes #Weightloss #WeightlossTransformation… https://www.instagram.com/p/B-dPyHTp9e5/?igshid=yoxaycdxcxi6,04/01/2020,quarantine
"Sorry i’m in quarantine, but when it’s over.... i might still be busy... :/ ",04/01/2020,quarantine
Quarantine got me so bored I think I just shot my shot at a nigga on snap ,04/01/2020,quarantine
Week 3 of quarantine and my dad is not coping well with spending time with my mom ,04/01/2020,quarantine
Once this quarantine is over ima be fuckin to the best of my abilities,04/01/2020,quarantine
Quarantine day whatever: I just full-speed chased a Squirell down the fence in my backyard for fun.,04/01/2020,quarantine
@thelesliejordan is the only person getting me through this quarantine,04/01/2020,quarantine
Quarantine bday sugar cookies! ,04/01/2020,quarantine
".. Weds With Dre, Week Fourteen Thirty Eight More To Go .. Quarantine’D Out As You Can Tell .. Peep Game Though .. . . . ... “ Kill Hate, Then Watch What You Need To Succeed Exist “ . . . #LilDre #BigDm #Houston… https://www.instagram.com/p/B-dO5Zrg5Lx/?igshid=1g24vjgm65v9s",04/01/2020,quarantine
Anyone have the urge to angry cry like every 5 minutes for literally no reason? This quarantine has me fucked up,04/01/2020,quarantine
Thread by @djrothkopf: Taking advantage of all this quarantine time to get some things off my chest. So...after 3 plus years of Trump it realme a bit of a headache when I hear Dems condemning him as hypocritical or as lying or as being illogical or makin… ,04/01/2020,quarantine
https://youtu.be/7t5fL4izpF0 New Vlog! Quarantine day 17: Finally got the vlog up of me having my monthly infusion of IVIG and playing with some @TatiBEAUTY makeup!!!,04/01/2020,quarantine
I got put into a quarantine groupchat and it’s actually pretty dope and active so that’s cool,04/01/2020,quarantine
Edible arrangements for the quarantine,04/01/2020,quarantine
My parents made me move back home till the quarantine is over and now my dad just told me we can’t bond over Tiger King bc he hates it but he barely gave it a chance... Now what are we supposed to talk about I got my antisocial ness from him :/,04/01/2020,quarantine
1st week of march: happily going to work 2nd week of march: damn this virus getting crazy 3rd week of march: y’all this quarantine is wild 4th week of march: I HATE IT HERE. I WANNA GO TO WORK,04/01/2020,quarantine
#avengers #quarantine. #QuarantineAMovie #StayAtHome #COVIDー19 @Procreate @Marvel,04/01/2020,quarantine
quarantine mood board ,04/01/2020,quarantine
Day 13 of quarantine: I finally caved and downloaded f*****g TikTok. #whathasmylifecometo ,04/01/2020,quarantine
Did you miss me?? Y’all asked for it so I had to deliver #QuarantineRaps #Quarantine #RobZeal,04/01/2020,quarantine
I got... TWO TICKETS TO QUARANTINE,04/01/2020,quarantine
"Waited until sundown to smoke weed today, a personal q̶u̶a̶r̶a̶n̶t̶i̶n̶e̶ record.",04/01/2020,quarantine
Quarantine Thoughts of the Day @Green Mountain https://www.instagram.com/p/B-dPPWdhXOT/?igshid=1avf67xxswc70,04/01/2020,quarantine
You know that meme going clap if you haven’t texted you ex...I’ve heard from 4 of my ex’s so quarantine is going well. ,04/01/2020,quarantine
"Whoa there! I'm gonna need you to take it back a couple paces. It's not the virus I'm afraid of, it's your quarantine breath. ",04/01/2020,quarantine
I know it’s been too long in quarantine because i was NOT thinking about using those as slippers ,04/01/2020,quarantine
"This quarantine got me fucked up y’all. My eyebrows are struggling, my hair is getting a little lengthy. #StruggleIsReal",04/01/2020,quarantine
This quarantine is turning me into an alcoholic ,04/01/2020,quarantine
He only stopped Chinese people from coming in and put a self quarantine in place for others. So it was not a ban or as effective and race based,04/01/2020,quarantine
Mfs horny worldwide all this quarantine shii gone cause a baby boom if mfs don’t go to crazy,04/01/2020,quarantine
@ReillyAround @evildorina @clarkewolfe @PNemiroff Definitely throw this into the quarantine watchlist. ,04/01/2020,quarantine
PAULOS Quarantine Kitchen Sessions ,04/01/2020,quarantine
People’s DM’s before quarantine versus people’s DM’s now ,04/01/2020,quarantine
We have been under quarantine for two weeks. Extended to April 30th.,04/01/2020,quarantine
Who gives a shit they don’t live in a real world they live in a false reality where they go to their $80 million mansion to quarantine themselves,04/01/2020,quarantine
quarantine cuisine ,04/01/2020,quarantine
"Need a Coronavirus Quarantine Ab workout? Watch @SchittsCreek. Even if you’ve watched it before, watch it again! Kiiilllsss Mmmeeee! @danjlevy",04/01/2020,quarantine
Day 325 of quarantine both my hands are sprained from jacking off,04/01/2020,quarantine
Quarantine update: Just took some “superb level” nudes.,04/01/2020,quarantine
Dodging people left & right. Years of shadow tag prepared us for this. #Quarantine,04/01/2020,quarantine
Quarantine life ain’t that bad ,04/01/2020,quarantine
"Well, looks like my mom has herself a new quarantine hobby: making masks for residents of her seniors condo. Either that or she's taking up #MortalKombat. #GetOverHere",04/01/2020,quarantine
Wayne. Please be as careful as you can . I know it is easy for me to say here in North Carolina laying on my couch! I wish you could take the time to quarantine. That is what I am doing . Be safe Wayne.,04/01/2020,quarantine
this quarantine shit is messing with me ,04/01/2020,quarantine
How I gotta Scout during the quarantine #ScoutLife #BTLHOOPS,04/01/2020,quarantine
"The day when self quarantine is over, the day when govt and health officials say it’s okay to come out of the house will be the biggest party day ever. It’s going to be one LIT ass day. But in order to make that happen - STAY YOUR ASS HOME",04/01/2020,quarantine
Quarantine buddies &lt;3 ,04/01/2020,quarantine
 Looking to pick up an instrument during this quarantine? Or maybe you already play but want to work on taking your drumming to the next level? Our man behind the kit @jimmyleemusic is now taking on students for his… https://www.instagram.com/p/B-dPNtwn1Gv/?igshid=cw292pyxv9rm,04/01/2020,quarantine
- this quarantine shit wack. @_Daviidh still fresh as hell though -,04/01/2020,quarantine
"I Sphinx this quarantine is making my head hurt @Los Angeles, California https://www.instagram.com/p/B-dPMQeJ8CN/?igshid=1pl6fythykn0q",04/01/2020,quarantine
"#coronacooking #tollhouse #mm’s #baking #cookies #quarantine #quarantinecookies #gonnagetfat #realtorlife #realtor @Georgetown, DC https://www.instagram.com/p/B-dPL_ph2QWViGneLCwibs5ydBXMUa5MXHFWTY0/?igshid=z74cec02gork",04/01/2020,quarantine
Fo realz. #Quarantine #nolaquarantine #coronavirus #WednesdayWisdom,04/01/2020,quarantine
Being in quarantine has given me the time to finally edit some pictures. This is a custom fanny pack I painted for a private collector and a fellow Marine! - I love just how the vibrant colors interact with each… https://www.instagram.com/p/B-dPLydn2Zu/?igshid=18s8dg7iavke9,04/01/2020,quarantine
Imma jook it up the minute this quarantine over with ,04/01/2020,quarantine
"Lol quarantine day 57 lol @Albuquerque, New Mexico https://www.instagram.com/p/B-dPG6CHS0q/?igshid=15vr1sea9w2wl",04/01/2020,quarantine
"This is how 31-year old Mitch Hensley can see his children. The healthy Greenbrier father and husband has #Covid19. A mild case, he was told. Mitch is in quarantine in one part of their home. His wife Christie and the kids are in another. (1) ",04/01/2020,quarantine
quarantine got me practicing tiktok dances WTF,04/01/2020,quarantine
Some folks *really* know how to do quarantine right. ,04/01/2020,quarantine
"If I had a boyfriend I would let him buy me alcohol, set it on the steps of my house and leave. With or without the quarantine.",04/01/2020,quarantine
Tune in today for some live music from home around 5:30pm ish...CA time. Link in my bio. @richsheldon @kericksonmusic #livestream #livemusic #quarantine #quarantineandchill #coronavirus #socialdistancing… https://www.instagram.com/p/B-dPHM3B5Fe/?igshid=zxhg4dc25g6d,04/01/2020,quarantine
This quarantine just got a whole lot better ,04/01/2020,quarantine
"Dad still has to leave the house for work during the quarantine, but this Mom and her kiddos are keeping it fun at home! CHECK OUT THOSE AWESOME HAIRSTYLES. #frontstepsprojectaurora @Aurora, Illinois https://www.instagram.com/p/B-dO747F8Rl/?igshid=aa88l6bown7h",04/01/2020,quarantine
"Josie is even wondering how long this quarantine will last... #COVID19 #Coronavirus @Wilmington, Ohio https://www.instagram.com/p/B-dPFqLh6SzqkBFozIV8f-cQC23rlRHAWCCjJg0/?igshid=q746ibwd5acv",04/01/2020,quarantine
Day 16 of the quarantine and I feel very positive because I’m using this time to get my shit together,04/01/2020,quarantine
When quarantine is over idc I’m eating pussy for 5 days straight,04/01/2020,quarantine
#Quarantine @Jeopardy I got the answer to final Jeopardy correct! Saskatchewan &amp; Manitoba!,04/01/2020,quarantine
#taurus anyone? I am... Birthday will be under quarantine...Last year it was on Easter...Lots of drawing today... Back to work tomorrow... #art #draw #fun #enjoy #schetchbook #dailyscetch #Dailart… https://www.instagram.com/p/B-dPC9khdSL/?igshid=1fym8lnje4h7d,04/01/2020,quarantine
Quarantine eating schedule: Breakfast -2pm Lunch-6pm Dinner-1am WHAT IS HAPPENING ,04/01/2020,quarantine
Quarantine song of the day #AASongoftheDay,04/01/2020,quarantine
"Found a new way to pop my blackheads. Clearly, making the most of quarantine. ",04/01/2020,quarantine
hardest part about this quarantine is not being able to see my girl ,04/01/2020,quarantine
"Time on our hands, limited income, constantly fearful of illness and death. This tracks. #Quarantine #Covid_19 #Millenials",04/01/2020,quarantine
just decided I’m going to be fat for a while until quarantine is over,04/01/2020,quarantine
My mental health is declining with each day that passes in this quarantine,04/01/2020,quarantine
"This quarantine got me like good night at 4am, Good morning at 3pm ",04/01/2020,quarantine
Me during this quarantine ,04/01/2020,quarantine
 Masked Singer is getting me through quarantine in KY!,04/01/2020,quarantine
"My treat to myself to brighten my day. #quarantine #flowersmakemehappy @Levittown, New York https://www.instagram.com/p/B-dO9XMnx91ErTo1d157_Be_siU7g-6STdRBfs0/?igshid=520pm73bfqwe",04/01/2020,quarantine
Finna come out quarantine looking ROUGHHHHHH,04/01/2020,quarantine
Day 1030 of Quarantine &amp; I found out my hair has a decent looking pattern #WomanCrushWednesday #naturalbae #stillreadytogetmyhairdone #help,04/01/2020,quarantine
if you haven’t done a zoom happy hour yet are you really in quarantine?,04/01/2020,quarantine
"Good news: Two nurses said the same: “Assume you have it, self quarantine for a week.” It’s a week +OK. Going into CV, I had sanitizer in bedroom, bathroom, car, pant belt-loop + kitchen table. Wash hands/20 sec when first in house. Brief talks with roommate.",04/01/2020,quarantine
Perreo Intenso este Jueves. Throwback Thursday R U Ready!!! #reggaeton #oldschool #perreointenso #music #mix #remix #djs #latin #follow en Quarantine https://www.instagram.com/p/B-dOd7iABru/?igshid=17y7vvtcjnzzt,04/01/2020,quarantine
Quarantine Day 9: might fuck around and make my dog an Instagram,04/01/2020,quarantine
"Thanks Fluff Bake Bar for the essentials. And my perfect wife for helping make quarantine a little easier. Looks like onepeloton will be getting some use this week. @Northaven Park, Dallas https://www.instagram.com/p/B-dO3CalMwWsZLY1ZmrEScNWB8s6C0Dx-dkhnE0/?igshid=1404j82a9jabw",04/01/2020,quarantine
He loved it. Ina knows how to get thru a quarantine!,04/01/2020,quarantine
Day 17 in Quarantine ,04/01/2020,quarantine
welcome to my twitter aka my unfiltered quarantine thoughts,04/01/2020,quarantine
Quarantine does not mean reach out to Kelsey and expect her to validate you. I truly do not care. If you’re not one of my best friends or my man - I will not sympathize with you. I do not have a never ending supply of compassion rn. Sorry.,04/01/2020,quarantine
Gary’s Tavern. Hot lip sandwiches $4.99 quarantine Wednesday take out special.,04/01/2020,quarantine
#AprilFools doesn’t have the same ring to it this year but we’re not opposed to pranking your quarantine buddy. ,04/01/2020,quarantine
"I already have trust issues, so today is the one day I’ll actually be happy to be in quarantine and stay away from socials and people ",04/01/2020,quarantine
My #XXXtwitter has exploded more than I have durning quarantine ,04/01/2020,quarantine
"Join artist legends crashone biotatscru, @TOOFLY and more to help kindness go viral during the #coronavirus quarantine. Share your stories, photos, media, and art on social media, and tag #KindnessBeatsTheVirus… https://www.instagram.com/p/B-dOxlfnEUq/?igshid=1rww7b5rj7pud",04/01/2020,quarantine
"Quarantine Qrew. @Los Angeles, California https://www.instagram.com/p/B-dOwYgHVCs/?igshid=rqxj9a5uatp1",04/01/2020,quarantine
"this quarantine shit got me wanting to admit to my mom i smoke, cause i’m sick of sneaking out to my car to smoke ",04/01/2020,quarantine
Day17 quarantine,04/01/2020,quarantine
"@ashleesimpson knew what life in quarantine was like when she said “On a Monday I am waiting Tuesday I am fading And By Wednesday I can't sleep” Girl, same",04/01/2020,quarantine
