Text,Date,search_term
"Please, he’ll get COVID-19 first. Let it go.",04/13/2020,covid-19
When is COVID-19 going to stop taking away everything I am looking forward to?,04/13/2020,covid-19
"Birx, who serves on the White House’s coronavirus task force, said: “If someone dies with covid-19, we are counting that as a covid-19 death.” This is why the COVID-19 death count is inflated.",04/13/2020,covid-19
Very supportive; novel study to identify new strategies to protect #HealthcareHeroes #COVID19 ,04/13/2020,covid-19
Honored..! @CHSBuffalo @UBuffalo #COVID19 #CoronaDiaries #Residency,04/13/2020,covid-19
#TrumpIsTheWORSTPresidentEVER #COVID19 #TrumpMeltdown #coronavirus,04/13/2020,covid-19
Here is a summary of my last few days Loving the extra family and learning how work from If you are in the market give me a today. I need a distraction #covi̇d19 #GirlDad #husbandandwife #quarantine @… https://www.instagram.com/p/B-8KX1bnm7q/?igshid=be0ekd6f77j2,04/13/2020,covid-19
Todo sea por evitar la propagación del COVID-19... El ex alcalde de Tonalá Jorge Vizcarra 'ventila' en redes sociales a su hijo. #SocialmenteResponsable #PapáDelAño,04/13/2020,covid-19
"FOX ,,SHOWS (NOT REAL TIMEE DJW) DURING COVID19 BRIEFING /CAMPAIGN RALLY ",04/13/2020,covid-19
20200412: NP : COVID-19 in Canada: A provincial and territorial breakdown of cases for Sunday ,04/13/2020,covid-19
"They are too busy being scared by the Covid 19 ""Death Count."" Sorry if the truth is offensive.",04/13/2020,covid-19
"Since the beginning of March thousands of businesses in #Maryland have been hit hard by #COVID19. With too many stories to tell, here’s just one story of the hardships small businesses are facing : ",04/13/2020,covid-19
Wow. Denton state school now has 124 positive cases of covid19. Just one location with that many is unbelievable. ,04/13/2020,covid-19
"Not exactly, but close. The main dude basically marries the first girl he finds and then basically wants to bone any others that came. It was a weird show, but the comparisons of the virus and timeline on the show versus COVID19 and now are eerily similar...",04/13/2020,covid-19
How do you guys quarantine? Put some history on this old school @mossbergcorp 500 #JoinTheMass 210 462 1497 #SinnerMass #Covid19 #CoronaVirus #Mossberg #ZombiesYet #Skulls #Quarantine… https://www.instagram.com/p/B-8KPnKpb89/?igshid=1nyj8l5ry5j3k,04/13/2020,covid-19
Great review on #COVID19 tests ,04/13/2020,covid-19
"San Francisco :: San Francisco :: Bayview Grandmother, One of Eight Likely Infected With COVID-19 at Mid-March Funeral, Dies http://dlvr.it/RTjrfh #SFNews #funerals Text Squad to 66599 Text Squad to 66599",04/13/2020,covid-19
Salvation Army Austin's downtown shelter was closed this weekend after 12 people there tested positive for COVID-19. All 187 people staying at the shelter http://dlvr.it/RTjrcy #atx #austin #all512,04/13/2020,covid-19
"If you’ve lost a loved one from COVID-19, my heart is with you and your family. I’m sorry for your loss, we will get through this but some of us won’t be the same after. So let’s be kind and thoughtful, sending love and much positivity in your direction. – at Highpoint on The Hudson",04/13/2020,covid-19
Apply for the COVID-19 Emergency Grants here: https://chaffey.qualtrics.com/jfe/form/SV_ezGAeSq2ERw1wxf #chaffeynow,04/13/2020,covid-19
"20200413: Stuart Thomson : The virus that causes COVID-19 could be even more contagious than previously thought, a new study finds [""With a lower R₀, such as 2.2,… 55% of the population [infected means] herd immunity. With an R₀ of 5.7, that number rises to 82 per cent."" ",04/13/2020,covid-19
Brazilian study of antimalarial drug chloroquine had to be stopped early after some patients developed dangerous heart rhythm problems https://www.livescience.com/coronavirus-chloroquine-study-stopped-early.html #coronavirus #COVID19 #COVID #COVID2019 #Hydroxycloroquine #Trump #TrumpLiedPeopleDied #TrumpLiesAmericansDie #GOP,04/13/2020,covid-19
Berks County Commissioners launch “Do Your Part - Stop the Spread” campaign. https://youtu.be/MY_gEMv6aBw It ’s to change the debate from closed businesses to effective health &amp; safety practices to stop the spread of #COVID19 https://www.co.berks.pa.us/Dept/DES/Pages/Do-Your-Part-Stop-the-Spread.aspx @NACoTweets @PACountiesGR,04/13/2020,covid-19
"Looking out at #ChimneyRock #Maryland - in the vicinity of #CampDavid on Easter US leaders have channeled the energy from here, a few made decisions to change our course for better. As a US American I urge our govt to support @who @WhiteHouse @VP @SecAzar @SecondLady #COVID19 ",04/13/2020,covid-19
"i’m not taking advantage of these deferment options for our monthly bills due to COVID-19.. i’m paying everything as i usually do cuz they not Sally Mae, they gonna want their money ASAP &amp; i don’t see the point of letting that pile up on me once the Stay say Home order is lifted",04/13/2020,covid-19
"INCREASED DEMAND: As @wearephsny expands operations to meet increasing demand from the Covid-19 outbreak, we saw a 164% increase in SNAP assistance web page views from February to March. We also saw a 61% increase in online traffic looking for help in finding public services.",04/13/2020,covid-19
"Fue un ataque feroz de los reporteros de CNN (demócratas ) están felices por sumar muertos para hacer caer la imagen del Presidente ,no les importa más que sacarlo del poder y no si bajan las muertes por el COVID-19 .#Trump2020",04/13/2020,covid-19
"""...too many political organisations and companies are still working to get women to behave more like men... Yet these national leaders are case study sightings of the seven leadership traits men may want to learn from women."" #MondayMotivation #COVID19 ",04/13/2020,covid-19
And @mcfslaw what is the point of this poll. Do you actually think more then 9 ppl in the US care what Canadians think? Can you imagine the outrage if #CNN ran a poll on how well our hideaway PM has handled #COVID19 in with their flip flop decisions.,04/13/2020,covid-19
"I'm standing strong w/ New York now. If I leave NYC, it won't be #COVID19, it will be what comes after. I knew USA was flawed, but this... ",04/13/2020,covid-19
"#UPDATE: #Fresno County confirms an additional 21 #COVID19 cases, bringing the total to 222. The graph below is provided by the Fresno County Department of Public Health. ",04/13/2020,covid-19
Sweet Lou here is me when I hear states might not send emergency Medicaid funds to the frontlines of the #COVID19 battle. ,04/13/2020,covid-19
Puebla inicia semana con 267 casos de Covid-19; 31 mueren y dan de alta a 97 ,04/13/2020,covid-19
Assuming someone has a partner to help them cope through COVID-19 isolation is relationshipist.,04/13/2020,covid-19
She is a Hero! This POS has no answers and when asked questions he can’t answer he resorts to school yard name calling. He’s a disgrace! #NotMyPresident #COVID19 ,04/13/2020,covid-19
Isn't this peachy?? Florida neighborhood bingo in the #tampabaytimes yesterday. Too bad my condo neighborhood is secluded and bland. Have fun everyone! #bingo #COVID19 #6FeetApart #walk #neighbourhood #games,04/13/2020,covid-19
"We understand that #COVID19 is having major impacts on the economy and your business, but there is no livelihood without life. It is imperative that businesses follow and adhere to @GovMLG orders. For a list of essential businesses visit: https://cv.nmhealth.org/stay-at-home-essential-businesses/",04/13/2020,covid-19
"ABSOLUTELY! I would prefer it, actually! I am in a high risk group who should stay home until a vaccine is created! My doctor said I would definitely have serious complications if I got COVID19. The thing is that I WILL MASK UP &amp; WEAR A BIOHAZARD SUIT IF I HAVE TO BUT I’M VOTING! – at Greenville, SC",04/13/2020,covid-19
You mean covid 19,04/13/2020,covid-19
Bill gates no ha podido con los viruses del windows95 ya lo voy a dejar que me vacune pal covid19 negh,04/13/2020,covid-19
"Thank you @SenatorDurbin the people in Gaza have suffered enough, can’t imagine trying to prepare for COVID 19, without access to clean water, icu beds, ventilators, medicines, PPE. Intl doctors ready to help, but can’t get in...#FreeGaza",04/13/2020,covid-19
Eatonville Care Centre in #Etobicoke says that 25 of its residents have now died of #COVID19 http://www.cp24.com/1.4894654 #CoronaVirusCanada #covidontario #COVID19Ontario #COVID19toronto,04/13/2020,covid-19
Above and beyond. He pulverized the media once and for all. Indictments should start for rooting for the enemy (Covid 19),04/13/2020,covid-19
@SarahThamerWISN saw your interview re wi’s 1 week waiting period for unemployment applicants resulting in no $600 COVID-19 payments please explain or is this fake news?,04/13/2020,covid-19
Dr. Brix has a large collection of scarves/wraps/shawls. #COVID19 #TaskForce,04/13/2020,covid-19
Breaking: Trump now says he’s been told by many people that placebo is even better as a cure for #Covid_19 than #chloroquine and has none of the harmful side effects.,04/13/2020,covid-19
"@CorteIDH @CorteSupremaSV @ONU_es , pregunta: se pueden hacer violaciones y abusos a los derechos humanos justificados por el COVID 19? Hay que proteger, preservar pero no alterar. ",04/13/2020,covid-19
Gotta make a decision... . . . #covid #covid19 #covid2020 #corona #coronavirus #isolation #selfisolation #watercolor #drawing #inking #art #digitalart #artist #artistoninstagram #artistofinstagram #artoftheday… https://www.instagram.com/p/B-8KD0TAlNm/?igshid=nuc4zfmst58r,04/13/2020,covid-19
I’ve been from 1 to 5. #covid19 ,04/13/2020,covid-19
Fighting #covid19 with exercise @New Jersey https://www.instagram.com/p/B-8KBVlAb22/?igshid=1ehlo7znpvy6,04/13/2020,covid-19
Hi Jerry! I got home later than I had planned today. Do you know if Indiana peaked today in COVID 19 cases? Curious if Governor Holcomb talked about it today.,04/13/2020,covid-19
"#QuédateEnCasa y sigue la transmisión de la #ConferenciaDePrensa sobre el #Coronavirus #COVID19. 19:00 hrs (horario CDMX) Facebook, Twitter, YouTube http://gob.mx/salud",04/13/2020,covid-19
Buena idea!? #italy #COVID19 ,04/13/2020,covid-19
"@VP is also making me so proud. I’m so very grateful for the leadership of @VP , @POTUS and more locally, my governor @GovAndyBeshear it’s a mixed bag of political parties but united in the message &amp; efforts. United we stand, divided we fall. #COVID19 #StayAtHomeSaveLives",04/13/2020,covid-19
Re-Covid—20: A #COVID19 reunion. ...because once wasn’t enough!,04/13/2020,covid-19
"Husband capturing me, capturing tonight’s epic sunset... Though we are by no means through the dark days of COVID-19, tonight’s post-storm sunset felt very appropriate. For the first time… https://www.instagram.com/p/B-8J7RoBXlsQ_gmf11Ow_eg64Kmz_T6tBIFekc0/?igshid=2nd2139cgvn4",04/13/2020,covid-19
"People of Color, especially Black Americans, are dying from COVID-19 at much higher rates - because our country is built on foundations of white supremacy. A lot of people will look at this council and know it doesn’t care about them. ",04/13/2020,covid-19
US Task Force on #COVID19 in its today’s briefing pulled a Money Heist tactic when it decided to show video clips of how the pandemic has been handled with timelines to refute/counter video clips circulating in the media with timelines that Trump was late in his decisions.,04/13/2020,covid-19
My church just did a drive by parade with uplifting signs for my mom as she fights COVID-19 ,04/13/2020,covid-19
Rest assured this is not the place to go if you want to come out the same person. @commonspirit have corrupted the system and these #Hospitals are not prepared for this #pandemic #COVID19 #COVID #HealthCareWorkers @DJMorissette @CHIStJoseph you are not ready. Infection is real,04/13/2020,covid-19
"Jack Don Fitzgerald Lewis & Jack John Fitzgerald Kennedy both assassinated. 34 years apart, 3x4=12 & 3+4= 7 add it up = CAROLE-19! Vote 4 Joe! #TigerKingAMovie #COVID19 #JoeExotic @corbydavidson @badkaratemovie @gordonkeith @NotJackKemp @CashSports @MikeSirois @junior_miller",04/13/2020,covid-19
I’ve become addicted to Brie and Capicola. Covid19 has turned me into an old rich white lady.,04/13/2020,covid-19
"QUE LA MAURICIE SE LÈVE | COVID-19 Demain matin, dès 5 h 30, c'est un rendez-vous avec @catgaudreault, @RaphPepin, @AlarieSerge et @claudeboucher6. #fm1069",04/13/2020,covid-19
"@realDonaldTrump You are Not a king! You would love to be a dictator, and trying hard! But, nope! You live in a Democracy! You will never, EVER rule! #ResignNOWTRUMP #COVID19 ",04/13/2020,covid-19
Oh oh...shit just got more real. Union says 38 confirmed COVID-19 cases at Cargill meat plant cause for closure | CBC News ,04/13/2020,covid-19
"so my mom and I went to go to the grocery store with our masks on today...and the woman behind us goes, “I’m just freaked out about all these masks.” then she rushed to the next check out line...but like, you really think that we wanna wear masks out in public for fun? #COVID19",04/13/2020,covid-19
"Walked by the small country club in my neighborhood today... 8 cars in the parking lot, kids in the pool, 6+ adults on the tennis court. When did this become an essential business? The selfishness frustrates me beyond words. #StayHome #COVID19",04/13/2020,covid-19
Policías contagiados de #coronavirus. COVID-19 contagia a 5 elementos; cifra de fallecidos sube a 14 en Tabasco https://contrastepolitico.com/?p=1614 vía @ConPolTab @rbarbozasosa,04/13/2020,covid-19
AMLO no figura en los 10 jefes de Estado que mejor han manejado crisis por COVID-19 https://laotraopinion.com.mx/amlo-no-figura-en-los-10-jefes-de-estado-que-mejor-han-manejado-crisis-por-covid-19/ vía @La Otra Opinión,04/13/2020,covid-19
"Si me vas a saludar con el codo por el COVID-19, nada más asegúrate de que no esté todo negro y reseco.",04/13/2020,covid-19
#DrBirx using the combined metro areas. Finally! A much more accurate way to depict #COVID19 stats than by using States. #coronavirus #whitehousePressconference,04/13/2020,covid-19
"Trump says what the pharma corps say abt their own drugs, the FDA forgoes their role, and many #COVID19 tests are crap. I'm horrified &amp; mad.",04/13/2020,covid-19
"@realDonaldTrump Watching the covid-19 press conference today 04/13/20 with President Trump. I just moved him into a 3 way tie with Lincoln and Washington for the greatest President ever. It would be irreligious to move him in front of them, but I am keeping an open mind.",04/13/2020,covid-19
Is a ski mask an acceptable COVID-19 mask?? Asking for.. Well honestly asking for me ¯\_(ツ)_/¯,04/13/2020,covid-19
"If there’s one thing that #covid19 will teach us, it’s that you can’t be a crappy employer in the midst of crisis. Would you agree? Honored to chat with my friend @lruettimann on her @punkrockhr podcast. Download and listen now (link in bio). #coronavirushr",04/13/2020,covid-19
"Thanks @Sen_JoeManchin for your leadership. @USDOL must protect the benefits of miners with black lung during the #covid19 crisis and support black lung clinics, a ""lifeline for miners and their families"" #blacklungkills",04/13/2020,covid-19
"In a blow to herd immunity as a strategy, doctors now fear even mild cases of #COVID19 may lead to lasting heart, lung and liver damage. https://www.latimes.com/science/story/2020-04-10/coronavirus-infection-can-do-lasting-damage-to-the-heart-liver #coronavirus #HerdImmunity @IrmaRaste @eViRaHealth #CoronavirusPandemic #CoronavirusTimeline",04/13/2020,covid-19
In light of #COVID19 this issue somehow now seems unimportant. Even before #COVID2019 it wasn’t a game changer for #claudication or #CLTI @VASCevidence @BEST_CLI @UABVascular @profawbradbury @basil_trials @DrKKatsanos @VascularMD @VascularSVS @AudibleBleeding @UCSFvascular,04/13/2020,covid-19
" Fuck Trump AND the maximizing of shareholder value he rode in on! #RESIST #EatTheRich #TrumpWillKILLUsAll #COVID19 ""‘Rage against the poor’: Americans mock Trump’s new ‘Council to Reopen America’"" ",04/13/2020,covid-19
#Video La comunidad jurídica mexicana y el @IIJUNAM presentan esta guía de consulta con el objetivo de brindar orientación jurídica ante la emergencia sanitaria por el #COVID_19 #UNAMosAccionesContraLaCovid19 #QuedateEnCasa http://bit.ly/plataformajuri…,04/13/2020,covid-19
"YO AFTER THIS FUCKING QUARINTINE, WE MAKING LOVE IN THE GRASS ... BUTT NAKED FYM. #COVID19",04/13/2020,covid-19
6 months away from the election and the sitting president is using his daily #COVID19 press briefings as campaign rallies and the media obliging him while his opponent has zero media coverage. Unfuckingbelievable.,04/13/2020,covid-19
Que triste #DiaInternacionalDelBeso sin besos... #FelizLunes #QuedateEnCasa #FelizInicioDeSemana #Covid_19 #InternationalKissDay #coronavirus,04/13/2020,covid-19
"Here’s hoping you and your family had a great Easter weekend! From coast to cost and throughout the world, Covid-19 may have robbed us of our spring skiing fix but it can’t take away our ability to plan for next… https://www.instagram.com/p/B-8JhMWJy7R/?igshid=z9o2nx688ect",04/13/2020,covid-19
superb @realDonaldTrump #truth #facts #coronavirus #COVID19 ,04/13/2020,covid-19
Prepare for these conversations and complete legal forms PRIOR to entering a hospital for #COVID19 related symptoms. Have a medical emergency plan. #DisasterPlan #MedicalEmergencyPlan #will #advancedirectives #lifedocuments @susancriss,04/13/2020,covid-19
"#Austin, Travis County Extend Stay-At-Home Orders, Require Public To Wear Face Coverings http://www.tinyurl.com/wc2le2b #covid19",04/13/2020,covid-19
Prayers Up I hope people are really taking this serious #COVID19,04/13/2020,covid-19
Will you and Nancy please impeach this piece of crap again he is responsible for everyone who's passed away from covid-19 and all who are sick. This is murder manslaughter ,04/13/2020,covid-19
See our COVID-19 page on our building website for all Franklin-specific information during the closure. #WeAreCRCSD #FMSBoltPride http://franklin.cr.k12.ia.us/mobile/our-school/COVID-19-School-Closure/,04/13/2020,covid-19
Mayor Pete was my candidate. Biden will be a better alternative than Trump to get our trillion dollar deficit under control. Joe’s asthma might be why you don’t see much of him in the Covid-19 era.,04/13/2020,covid-19
"Committee = Scapegoats,,,,,,,The Donald just building his #COVID19 second wave defense. #TrumpVirus",04/13/2020,covid-19
"Another day in pandemic NYC! Photo credit: @jmidgleyphoto ・・・ #anotherdayinapandemic #safetyfirst #thenakedcowboy #facemask #timesquare #NYC #manhattan #NewYork #COVID19 #coronavirus #NewYorkCity @Times Square,… https://www.instagram.com/p/B-8Je2QgA6y/?igshid=al8v5l3o29bu",04/13/2020,covid-19
So many ad links popping on my timeline with 'Covid-19' themed merchandise. I am like ummmm everyone trying to get thru this shit and forget about it. I am not gonna be out there at the club after this with Covid-19 gear on me to remind everyone about these wonderful days lol. ,04/13/2020,covid-19
"Had to end the day with my quarantine selfie for #lionsspiritweek! @FAMU_1887 they told me when I’m wearing this mask I’ll not only be protected from COVID-19, but also “When the the dark clouds gather on the horizon, When thunder and lightning fill the sky”...you know the rest! ",04/13/2020,covid-19
The most ironic elements of Trumpers is how much they are now flipping on their “conservative values” -States Rights -Smaller Federal Govt -vehemently opposed to Socialist like decisions using taxpayer funds -Tremendous and unwavering support of our military All flips w/ COVID19,04/13/2020,covid-19
You slept in February while #COVID19 seeped across America. Thank you @PaulaReidCBS,04/13/2020,covid-19
#CoronaVirus Trump &amp; miembros del grupo d respuesta de EEUU al #Covid19 afirman q se han realizado en el país unos 3 millones de tests; aprox 150 mil al día,04/13/2020,covid-19
@realDonaldTrump Nobody gives a damn about your ratings. Act like a leader and not some contestant in a reality show. Stfu and let experts lead. #coronavirus #COVID19 #TrumpVirus,04/13/2020,covid-19
"Yes, safety is of the utmost priority & people lives are currently at stake with Covid-19, but in regards to college football, there’s too much money at stake to honestly consider postponing the season. I know that shouldn’t be at the forefront right now, but it’s reality.",04/13/2020,covid-19
"Whats your covid19 dinner looking like? #wildcaughtshrimp #couscous #avocado #avocado #greenbeans @Graylyn Crest, Delaware https://www.instagram.com/p/B-8JZ3OJMqT/?igshid=1scc53hos6wf6",04/13/2020,covid-19
20200413: Reuters : COVID-19 China: Nation fights second wave of resurgent virus as cases grow ,04/13/2020,covid-19
Time to fess up...who all said they had no power from our Southern states so they couldn't work today? #MondayMood #mondaythoughts #workingfromhome #COVID19 #retweet I'm curious! ,04/13/2020,covid-19
"We are #TeamVaccine, but I am so truly sad to say that the #COVID19 vaccine will be the first one I will be scared to get. Trust eroded..2/x",04/13/2020,covid-19
"Join the movement . #lincwaymusic #followme #follow #detroitartist #promo #indiemusic #rapper #rap #streaming #mybrand #quarantine #covid_19 @Farmington Hills, Michigan https://www.instagram.com/p/B-8IMNCF2UD/?igshid=5041ihptcfeg",04/13/2020,covid-19
"Agree, the tracing will be a fascinating read. Suspect rapid transit in NY played a major role...it doesn’t exist to the same extent in FL. As I mentioned previously, every single local case of #COVID19 in the ICU weeks ago came from NY metro. – at Golden Oak at Walt Disney World Resort",04/13/2020,covid-19
¡Continuamos con el ciclo de conferencias! Participa en el #Webinar “Estragos y oportunidades después de la pandemia” a cargo del Mtro. Rodrigo Arciniegas y conoce oportunidades resultantes después del COVID-19 en tu empresa Inscríbete en: https://bit.ly/2K3wWoW #AlumniUNIVA,04/13/2020,covid-19
"Trump is putting people's lives in a political crossfire, with no empathy for suffering or death, because he is belligerently defensive to shelter his fragile ego. #UnfitToBePresident #COVID19 #TrumpVideoPropaganda",04/13/2020,covid-19
"CHARLOTTE, N.C. — A Charlotte woman hasn’t left her house in more than three weeks, yet still tested positive for COVID-19 late Thursday. ",04/13/2020,covid-19
Donation expands UC Health testing capabilities for COVID-19 https://www.uchealth.com/press-releases/donation-expands-uc-health-testing-capabilities-for-covid-19/?bblinkid=215862098 vía @uofcincyfound,04/13/2020,covid-19
Just added my mixtapes to Spotify for your listening enjoyment during #COVID19 https://open.spotify.com/show/1qJudV7vdZzOEzRzqvAAcX?si=6-qCzWsRRayfX3fUMVnQrg,04/13/2020,covid-19
"Yes, well I have family abroad. Their news isn’t censored. It’s far worse. South Korea started opening up too soon, guess what... its started back up. Already 91 more new active cases of Covid19. Do your research, that I’d if you can pull your...",04/13/2020,covid-19
We should have a battle royal w #Trump #DeBlasio &amp; #AndrewCuomo to settle this juvenile BS press/blame game they’re playing. Winner take all. #COVID19 #coronavirus,04/13/2020,covid-19
President @BarackObama has been making a lots of senses with his tweets since #COVID19 started. When would @JoeBiden starts to tweet to show people how his thoughts works or would work in the White House?,04/13/2020,covid-19
I wasn't aware that hide and seek from a virus was a good implementation of advanced technology but that's where we are. That is the best choice among the very few we have. Hide. Hide well. Hide long. #COVID19 #CoronavirusUSA #NovelCoronavirus,04/13/2020,covid-19
Stay The Fuck at Home - Covid-19 - Explicit Lyrics by Steve Jones https://youtu.be/3kwvQPoZnTU via @YouTube,04/13/2020,covid-19
"Inmate at the county jail, where he's been since November, has tested positive for COVID-19, per @LVMPD @LasVegasSun",04/13/2020,covid-19
"Moraleja: Hasta el sistema político Mexicano debe reinventarse después del COVID-19, no tiene una representación confiable después de la alternancia, no hay figuras ni proyecto qué se visualice en el futuro inmediato. ",04/13/2020,covid-19
Since covid-19 this has been the most I’ve tuned in to watch the pm’s addresses ,04/13/2020,covid-19
"Good for the President. President Trump savages the media for downplaying COVID-19 threat with video clips at Monday’s briefing, networks pull away https://twitchy.com/brettt-3136/2020/04/13/president-trump-savages-the-media-for-downplaying-covid-19-threat-with-video-clips-at-mondays-briefing-networks-pull-away/ via @TwitchyTeam",04/13/2020,covid-19
Reopening the economy without an aggressive nation-wide #COVID19 testing plan in place is criminal.,04/13/2020,covid-19
#SomeGoodNews is one of the best things to happen during #covid19. Proud to see @att &amp; @ATTBusiness be part of this and give back to our #HealthcareHeroes when they need it! @johnkrasinski @somegoodnews,04/13/2020,covid-19
"My family is #TeamVaccine, I think they are a testimony to the wonders of the human body and of scientific achievement. But...#COVID19",04/13/2020,covid-19
#workfromhome #roadwarriors #cabinfever #ineedahug #covid19 #pandemic2020 #ineedatrip @coolauntT @Château De Hammond https://www.instagram.com/p/B-8JH6kh2ff/?igshid=h1fdx9hw9tl1,04/13/2020,covid-19
Which stage of grief are you in? I think I’ve finally hit anger. Here’s hoping this stage doesn’t last long. #covid19 #stayathome @Founders Park https://www.instagram.com/p/B-8JH3_ld_P/?igshid=eg77vbcxo2m0,04/13/2020,covid-19
@EzekielElliott I have a challenge for you. I challenge you to try to look like this again during this #COVID19 outbreak. While everybody is self distancing and being in quarantine. Who else would like to see ZEKE look like this again? #Coronavirus #EzekielElliott,04/13/2020,covid-19
"DON’T LET COVID-19 STOP YOU COVID-19 has stopped: AAU, Events &amp; Showcases Thousands of exposure opportunities JOIN #PRO &amp; GET CONNECTED Proactive player marketing National recruiting partner Professionals in YOUR CORNER Contacting coaches for YOU DON’T WAIT ",04/13/2020,covid-19
"20200412: Geoffrey Morgan : COVID-19: Canadian, provincial governments raced to build new supply chains amid N95 mask fears ",04/13/2020,covid-19
"Este tipo con #COVID__19 Positivo dicho por el mismo, rompió su propia cuarentena y salió a las calles de la #CDMX #Mexico #Narvarte @BJAlcaldia a comprar pizza Poniendo en riesgo la salud de toda la comunidad . @UCS_GCDMX @GobCDMX",04/13/2020,covid-19
"COVID-19 exposes cash crunch at many Tennessee hospitals, speeding up a 'slow moving train wreck' https://www.tennessean.com/story/money/industries/health-care/2020/04/12/coronavirus-tennessee-covid-19-exposes-cash-crunch-hospitals/5122073002/ via @tamburintweets",04/13/2020,covid-19
"As an Oregonian I’m grateful for leadership that’s working in concert to “flip the script” on COVID-19. It’s heartening to see East Coast states do likewise. In such a partisan time, would be really inspiring to see Great Lakes state govts do likewise!",04/13/2020,covid-19
Repost @Yoitschelsealuv This a sneak peak of my sawng “Put Me First” dropping in T-minus TWO DAYS ...but acoustic #Future #Drake #PostMalone #TonesAndI #LewisCapaldi #ArizonaZervas #DanShay #JustinBieber #DuaLipa #quarantine #coronavirus #covid19 #SouthsideDash #DashRadio,04/13/2020,covid-19
I’m terrified to go out in public and do my job and not having proper testing for everyone .I have asthma and get pneumonia every year I won’t survive covid -19.,04/13/2020,covid-19
(1) I have struggled for many days as to the appropriate timing to make this announcement. There are many other priorities that need to have our focus and we will campaign after our neighbors and friends have time to heal and move on past this COVID-19 crisis. ,04/13/2020,covid-19
"Lockdowns, grounded planes and Donald Trump: How COVID-19 has turned the courier business on its head https://www.thestar.com/business/2020/04/13/lockdowns-grounded-planes-and-donald-trump-how-covid-19-has-turned-the-courier-business-on-its-head.html via @torontostar",04/13/2020,covid-19
And long term care home workers not ordered to wear masks. Also do not have temps taken on shifts #COVID19 ,04/13/2020,covid-19
"It's pretty funny that an advanced technological society with all our bells and whistles, the ability to design genes, fly beyond the solar system, and all that, and dealing with coronavirus pretty much comes down to hiding. But hiding with a good scientific basis! #COVID19",04/13/2020,covid-19
"20200413: Reuters : COVID-19: U.S. hits world-high 20,000 deaths, overtakes Italy's coronavirus toll ",04/13/2020,covid-19
Another bright spot of the #covid19 pandemic ,04/13/2020,covid-19
"El Dir. de Investigaciones Biomédicas del #CIGB, Dr. Guillén, particulariza en aspectos del interferón nasal y de otros que se han desarrollado en ese Centro a partir de la visión de #Fidel del futuro científico del país. #COVID19 #CubaSalvaVidas #Cuba #RadioTaino",04/13/2020,covid-19
Full video on how i slayed these link below. https://youtu.be/zsZkYEJlmq4 #endthelockdown #COVID19 #coronavirus #MondayMotivation #MondayMood #braid,04/13/2020,covid-19
An on-air talent for WWE tested positive for COVID-19 over the weekend. ,04/13/2020,covid-19
"20200413: Bill Gates: Three critical things the G20 needs to do to get a COVID-19 vaccine [""Three years ago, our foundation, the Wellcome Trust, and various governments launched the Coalition for Epidemic Preparedness Innovations — or CEPI."" ",04/13/2020,covid-19
#COVID19 #QuarantineLife #MondayMood https://twitter.com/jodibeth21/status/1249842678340169733,04/13/2020,covid-19
"El Dir. de Investigaciones Biomédicas del #CIGB, Dr. Guillén, particulariza en aspectos del interferón nasal y de otros que se han desarrollado en ese Centro a partir de la visión de #Fidel del futuro científico del país. #COVID19 #CubaSalvaVidas #Cuba #RadioTaino",04/13/2020,covid-19
Se está saboreando algún programa social contra el covid - 19.,04/13/2020,covid-19
#mondaymotivation Gonna beat this #covi̇d19 virus! Here’s a little #PSA from mrramano on a busy #whittierblvd #washyourhands #coronavirus #paste #streetart #lastreetart #streetartla #facemask #stayhome if you… https://www.instagram.com/p/B-8I5a7pOmg/?igshid=r16mqjqyo6i7,04/13/2020,covid-19
Go check out Bungie Community's fundraiser for COVID-19 Response on @WeAreTiltify | https://tiltify.com/+bungie-community/guardians-heart,04/13/2020,covid-19
@realDonaldTrump @JoeBiden did you see the face of Dr.Fauci when a reporter questioned his integrity on his statement 4/13/2020 COVID-19 briefing @cnn @mdnbc @cbs @abcnews @nbc @GMA @SpeakerPelosi @SenSchumer @chucktodd @GStephanopoulos @TODAYshow @CBSThisMorning @FaceTheNation,04/13/2020,covid-19
@Wilkinson4BC should be licking @jjhorgan‘s taint for fixing the mess #BCFiberals left this province in &amp; for this government’s caring &amp; diligent response in handling the #COVID19 pandemic. ,04/13/2020,covid-19
@MLB why are you holding season ticket holders $$hostage during #COVID19? We need our $$back now!!,04/13/2020,covid-19
"Gracias al #COVID__19 la humanidad, por fin, da un respiro al planeta Tierra. ",04/13/2020,covid-19
"Such a great thread about how #COVID19 could crush junior professors lots of worried folks, including me ",04/13/2020,covid-19
@HCSOSheriff @CityofTampa #curfew #hillsboroughcountycurfew #COVID19 STAY HOME #StayHome @JaneCastor,04/13/2020,covid-19
"Donald Trump is that one group member that does nothing to contribute to a group project, then borrows someone’s notecards five minutes before the presentation so he can bullshit his way through the presentation. #COVID19",04/13/2020,covid-19
"Es loable la forma tan rápida de responder a petición del Municipio de Cajeme en este momento de emergencia sanitaria frente al COVID-19, cubriendo necesidades urgentes de insumos y equipo de protección de enfermeras y médicos de clínicas y hospitales y para atender a contagiados ",04/13/2020,covid-19
"In a few decades, I imagine a really difficult question on a history test might be : What year did the US enforce “social distancing” as a way to combat a viral pandemic? (I assume I’d pick 2019 if it were an option, confusing it with COVID-19)",04/13/2020,covid-19
