Text,Date,search_term
"Sorry! Try again now, I had my Twitter on lockdown.",03/01/2020,lockdown
Singapore in lockdown,03/01/2020,lockdown
"I’ve seen this man put in the work, go from scorer to a complete player.. minus lockdown defense but not many do that anymore. I think he’s the star but he’s unable to fully shine with his supporting cast. He has Ayton, Oubre, an inconsistent Rubio and then... nothing.",03/01/2020,lockdown
We’ve seen this De La Salle movie before — Lockdown defense + baskets in the half court at the other end = deflation for opponents. HT: DLS leads Granada 27-10 in NCS D1 final | @JensenPhil @leftwich @VytasMazeika @EvanWebeck @MitchMashMax,03/01/2020,lockdown
The #ChinaCoronaVirus lockdown has decreased #pollution So how do we fix the #PollutionProblem without having a #disease dictate? https://www.bbc.com/news/world-asia-51691967 #ChinaVirus #CoronaVirusUpdate #CoronaVirusUpdates #coronaviruschina #cleanenergy #renewableenergy,03/01/2020,lockdown
"That's ridiculous, I hadn't heard that. Although he did cut the CDC Budget by 20%. He didn't cause it, but I wish he believed in science. He's got the head of the CDC on lockdown...no Sunday News shows. He's want to control the narrative, I want to hear what the experts think.",03/01/2020,lockdown
"You can still try searching online for respirators & filters/cartridges. And don’t forget eye protection and gloves. I even got a pack of @DuPont_News PPE suits. Even I thought I was overdoing this but I’m relieved I did it anyway, so we can safely leave home in case of lockdown.",03/01/2020,lockdown
I have an honestly question & please don’t think I’m ignorant.. if this coronavirus gets really bad in American & we get on lockdown like China &amp; Italy for a month like they are.. do we still pay that month bills? Like how do they expect us to pay our bills?,03/01/2020,lockdown
“Kinda” well that small difference has the world on lockdown,03/02/2020,lockdown
Lockdown defender for the Timberwolves. I’d have to say that is pretty on brand. ,03/02/2020,lockdown
OKC Lockdown Defender. Sounds about right ,03/02/2020,lockdown
"Thought for the day, are lockdown drills too much for students to handle? I'm talking about preparedness drills and not simulations of an actual event. Please give me your honest feedback.",03/02/2020,lockdown
7 because this shit not going to kill people left to right as much as y’all think. But shit is going to spread rapidly through the US within this month and towns are going to go on lockdown ,03/02/2020,lockdown
@juice7v7 lockdown defender @youngbulldre is having the time of his life #GreatBeingGREAT #Rep512 #RecruitJuice #WeAreAustin #txhsfb @BamBam_Blake23 @the_mechanic87 @Gods_Gift08 @_txathletes @FanstandATX,03/02/2020,lockdown
that boy gotta onlyfans account,03/02/2020,lockdown
Bruhhhh skyline really wants to go on lockdown when I’m about to go home,03/02/2020,lockdown
Yo that sent chills down my spine,03/02/2020,lockdown
"If there’s a Lifetime movie made about the 15 minute long Coronavirus lockdown at my campus today, I want to be played by Kumail Nanjiani.",03/02/2020,lockdown
Lmao he tried to up it to 2 tez,03/02/2020,lockdown
Big Money Josh. !,03/02/2020,lockdown
Lockdown defender for the Lakers. Pavy Michael Cooper. ,03/02/2020,lockdown
"@BarstoolSmnw Today a car was burning outside our building, the whole school went on lockdown, and now we’ve all been evacuated because there’s been a fire. Are you to blame for this? Some kind of cougar mind game scheme?",03/02/2020,lockdown
"Lockdown Defender for the Rockets...... well, I just quit!!! I’m from the DDD.... no love to them. ",03/02/2020,lockdown
The lockdown: One month in Wuhan ,03/02/2020,lockdown
I am on lockdown. I don’t even want to go to school this evening.,03/02/2020,lockdown
"And that's where goes my taxes...unbelievable. Outrageous taxes for Outrageous school. Lockdown every other weak/month, Wish I could unsubscribe my school taxes like @amazon account.",03/02/2020,lockdown
"Lockdown defender for the Hawks, sounds about right",03/02/2020,lockdown
Lockdown defender for the knicks ,03/02/2020,lockdown
ALLEGED SHOOTING AT HS | Shooting Sends Kaufman County School Into Lockdown; 2 in Custody: Sheriff ,03/02/2020,lockdown
"Ballot filled, message trilled, on point (lockdown personal) #thrilled #2020Census #2020election #HopeToSeeYouWonDay – at OC Clerk Recorder",03/02/2020,lockdown
Spurs lockdown defender ,03/02/2020,lockdown
i’m at the emergency room and they got us on lockdown like taking my clothes off and checking me omg,03/02/2020,lockdown
 ima lockdown defender,03/02/2020,lockdown
Lockdown defender on the bucks ,03/02/2020,lockdown
Lockdown defender for the hawks ,03/02/2020,lockdown
Lockdown Defender. Warriors Seems legit ,03/02/2020,lockdown
"I’m excited to be working with @RaptorK12 to share research and best practices on lockdown drills. Our webinar is tomorrow! Are you signed up? If not, there’s still time! Visit http://go.raptortech.com/Schildkraut to sign up. Hope to see you there! #SchoolSafety",03/02/2020,lockdown
My school went on level 1 lockdown because of a naked man and then 20 minutes later evacuated because of a suspected gas leak that turned out to be a refinery doing spring cleaning. Working in Philly is wild ,03/02/2020,lockdown
"I’m a lockdown defender, just like real life. ",03/02/2020,lockdown
Will be lockdown for the next 10 years ,03/02/2020,lockdown
Lockdown defender on the Rockets. Can't win championships without defense.,03/02/2020,lockdown
"if we could thrive like that at the one night only show in california, i think we got harryween on lockdown too. ",03/02/2020,lockdown
"Head reassembled, eyes rewired. Time to start working on the lower torso and legs. #Transformers #cosplay #Lockdown #Lamborghini #ArtistOnTwitter #carbonfiber",03/02/2020,lockdown
 @NASA and @ESA detected this dramatic drop in #China's nitrogen dioxide airborne #pollution just one month after lockdown measures were set in place to minimize further #coronavirus infections #AirPollution #climate #COVID19,03/02/2020,lockdown
Lehighton | Lehighton campus returns to normal after lockdown ,03/02/2020,lockdown
"Like everything these days, there’s no middle ground on Coronavirus with people One group - obsessively monitoring spread, masks/rations ordered, no travel, ready for total lockdown Other group - could not be bothered, 0 impact on life, would go on a cruise No middle ground.",03/02/2020,lockdown
"As we put @GovSisolak on notice about his job, we set up borders. Nevada can't afford care, ICU and isolation units. Our Health insurance premiums will skyrocket. Our Universities will abandoned, Hotels/Casinos will be empty. Can we afford no Tourism or work if on lockdown? No",03/02/2020,lockdown
No one: Me and my friends during school lockdown drills: ,03/02/2020,lockdown
Lockdown!,03/02/2020,lockdown
Randomly hearing love lockdown by Keri Hillson ,03/02/2020,lockdown
"Like the Rams can use Jalen in so many ways to be effective. He could be how Woodson was with the Packers when he moved to nickel. I know ppl like lockdown on the island etc, but he can do so much more!",03/02/2020,lockdown
BEST GUARD BUILD!!! BEST LOCKDOWN BUILD!!! 2WAY SLASHER!! THE (QTHAGOD B... https://youtu.be/T9SmVMj5zio via @YouTube,03/02/2020,lockdown
Juventus In Lockdown As Three Players Test Positive For The Coronavirus via @forbes,03/02/2020,lockdown
PLEASE,03/02/2020,lockdown
I figured cuh ,03/02/2020,lockdown
Then put NYC on lockdown. Or I suspect CDC will come out with some better info on how the virus works.,03/02/2020,lockdown
Love how we’re basically on lockdown at work rn @thepiedpieper15,03/02/2020,lockdown
If mfs from the UK are in my mentions trynna roast it doesn’t count y’all 9 hours ahead,03/02/2020,lockdown
Imagine us talking with accents bumping this in clubs lmfaooooo,03/02/2020,lockdown
Trade a lockdown corner for peanuts... Chiefs wya?! ,03/03/2020,lockdown
@JBSA_Official lockdown?,03/03/2020,lockdown
The way China contained the spread of CV19 was to put 700 million people on lockdown. Do you think that would work here? What would be the economic impact of that much lockdown?,03/03/2020,lockdown
AKA The Glove (Gary Payton ) #LockDown ,03/03/2020,lockdown
Listening to the @SportsGrind @RudyJay760 while Ft Sam is on Lockdown. No Idea what’s going on but they are not letting anyone leave.,03/03/2020,lockdown
"#MCC has too many problems already without keeping our clients - who have NOT been convicted! - on lockdown for 24 hrs/day with no showers, hot food, or access to their lawyers. #NotOkay https://gothamist.com/news/manhattan-federal-jail-enters-day-five-lockdown-over-security-concerns?utm_medium=social&amp;utm_source=twitter&amp;utm_campaign=shared_twitter via @gothamist",03/03/2020,lockdown
How much do you think it costed CocaCola to lockdown Santa Claus as their spokesman?,03/03/2020,lockdown
"But she has the vegetarian MMA vote on lockdown, sir. ",03/03/2020,lockdown
"He lives in his own reality. I wonder if he has fears with his frequent travels of being ""infected "". Heck his resorts are run by people from all over including the visiting guests. White House on lockdown? That would be crazy. ",03/03/2020,lockdown
Im sitting in the dishroom while my work practices an intruder lockdown. Fun times!,03/03/2020,lockdown
By next week or two weeks they’re gonna put NYC on quarantine lockdown watch !!!,03/03/2020,lockdown
NYC Federal Jail Lockdown Focused on Possibility Guard Smuggled Gun to Inmate: Sources ,03/03/2020,lockdown
"The Slaughter House The crew travels to Arizona to investigate The Slaughter House, a meatpacking plant-turned-haunted attraction. Rapper Post Malone joins the lockdown and Zak is affected by dark energy, leading to a marathon of paranormal activity... ",03/03/2020,lockdown
Imagine NY goes on full lockdown. Jesuu,03/03/2020,lockdown
They moved to a modified lockdown at 10:55.,03/03/2020,lockdown
@komonews any update on the Kentlake HS Lockdown?,03/03/2020,lockdown
Dafuq you mean my license has been suspended for the last two months??,03/03/2020,lockdown
Were they on lockdown Saturday? Wow! What happened?,03/03/2020,lockdown
Second lockdown in less than a year. Thanks so much for protecting our kids HHPS. Stay safe out there. ,03/03/2020,lockdown
#LockDown ,03/03/2020,lockdown
Great question! The political system in China differs from the US as they are a Communist party which gives authority to implement a lockdown. It is where the virus originated &amp; is still the largest infected area &amp; had been dealing with the spread for a month before the lockdown.,03/03/2020,lockdown
"No spectators at Qatar GP: paddock on lockdown: The stands will remain open to the public, but only staff members will have access to the paddock. This precautionary measure was requested by the Government. https://www.gpone.com/en/2020/03/03/news/no-spectators-at-qatar-gp-paddock-on-lockdown.html?utm_source=dlvr.it&amp;utm_medium=twitter&amp;utm_campaign=social",03/03/2020,lockdown
BREAKING: Grinnell Newburg HS and a nearby elementary school went on lockdown for an hour this morning - after a suspicious person was seen outside just before 9:00 a.m. Lockdown is lifted and students are safe. We are on scene and will have more @noon on @KCCINews. – at Grinnell Community High School,03/03/2020,lockdown
Visitation is suspended while the lockdown is in effect.,03/03/2020,lockdown
#NorCal #LockDown #quarantine #CaliforniaQuarantine do you have a plan? #CoronaVirus #2020,03/03/2020,lockdown
"“Complete lockdown” is COMPLETE....nobody’s going anywhere! No, I’m just kidding. I’m as ignorant as the next guy..maybe more. . But I can honestly see him limiting transfers.",03/03/2020,lockdown
SG middle bouta be on lockdown son smh,03/03/2020,lockdown
#Lockdown ,03/03/2020,lockdown
"Police say student sees this JROTC student carrying wooden practice rifle on Rockledge High School campus this morning. Lockdown follows and then a lot of parents taking students home after police determine no shooting threat, training rifle used for parade drills @news6wkmg",03/03/2020,lockdown
SCOUPS IS COMING LOCKDOWN,03/03/2020,lockdown
This pussy gonna have you on lockdown,03/03/2020,lockdown
Images show air pollution drop in China due to coronavirus lockdown - Business Insider ,03/03/2020,lockdown
Kids on lockdown again. #phs Sheriff's outside. Guns drawn,03/03/2020,lockdown
Lockdown defender for the Thunder ,03/03/2020,lockdown
I’m so sad Italy is on a lockdown I wanted to go home hopefully it’s cleared up by the summer,03/03/2020,lockdown
"I WOULD LIKE TO SEE MILITARY LAW PASSED BY SENATE & HOUSE IMPOSED ON 50 WORST CITIES FOR MURDER. COMPLETE LOCKDOWN WITH TANKS WM CONQUEROR STLYE, &amp; LIKE HIM BRING PEACE &amp; HELP THESE PEOPLE RAISED AS INFANTS IN VIOLENT DECADENT ENVIRONMENTS. WHICH WE ALLOW TO EXIST. GOD BLESS",03/03/2020,lockdown
Yo I got people tryin to make plans w/me this weekend and ima be on lockdown ,03/03/2020,lockdown
Pacers lockdown defender.... sounds bout right ,03/03/2020,lockdown
"Nobody is ready until they put all schools on lockdown , miami beach hotels on lockdown sprayed from A city to Cities in Florida ! Especially Florida is a mosquitoes State ! Florida is more at risk than any other States! What about the #homelessnesscrisis in Downtown Miami,Fl??",03/03/2020,lockdown
Lockdown Defender on the Pacers. ,03/03/2020,lockdown
"@Alitalia the worse airline, they don t want any cancellation JFK to Milan, they don t want to give a refund. Alitalia want to put in risk our lives. Milan has many cities lockdown. Milan is not safe. Delta already cancelled flight.",03/03/2020,lockdown
WELL DESERVED #Lockdown ,03/03/2020,lockdown
"A1 I attempt to model all of these in class, self management may be the hardest to demonstrate. After a hard lockdown last week I had the students close there eyes &amp; do some breathing exercise for about 10 minutes. It helped most of us #nvedchat",03/03/2020,lockdown
Play Lockdown,03/03/2020,lockdown
 Lockdown defender for the Lakers ,03/03/2020,lockdown
Lockdown Frankie Smokes ,03/03/2020,lockdown
"Guajome Park Academy in #Vista placed on lockdown around 3:45 when shooting happened, but that lockdown has been lifted. @fox5sandiego",03/03/2020,lockdown
Lmao man stop playing with Bron,03/03/2020,lockdown
"Second half giannis goes for 25, Marvin plays, bucks lockdown d creates lower 3pt % for the heat, bucks win by 15",03/03/2020,lockdown
Boy stop,03/03/2020,lockdown
"LockDown Defender For The Hawks, NBA Media Outlets Wouldn’t Be Showing Me Any Love ",03/03/2020,lockdown
Can’t RT you are on lockdown,03/03/2020,lockdown
Lockdown,03/03/2020,lockdown
Lockdown Defender for the Heat ,03/03/2020,lockdown
From what I learned from @LastWeekTonight residents of Wuhan are on almost a total lockdown.,03/03/2020,lockdown
The year y’all have a chance the virus makes mandatory leauge lockdown ,03/04/2020,lockdown
Having a lockdown w toddlers is so scary being the teacher I’m happy everything ended up being okay but I hope I never have to go through that again ,03/04/2020,lockdown
I don’t condone snitching but lmaooooo my guy Meek that’s what’s up,03/04/2020,lockdown
Lmao I’m stocked up on edibles for the inevitable NYC lockdown ,03/04/2020,lockdown
"Ah, yes. Because SOVEREIGN, FOREIGN STATES AROUND THE WORLD ARE UNDER LOCKDOWN all to help the dems!! You cracked the code, Trey. You finally figured us out! ",03/04/2020,lockdown
Miami Herald: An adult died of coronavirus after sailing Princess cruise. Passengers now on lockdown. https://www.miamiherald.com/news/business/tourism-cruises/article240889601.html via @GoogleNews,03/04/2020,lockdown
"#drawingthenews Primary school teacher Marzio Toniolo, 35, takes a selfie as his daughter Bianca, 2, holds his face while they play mother and baby on a rainy day at home in San Fiorano, one of the towns on lockdown in Italy due to a coronavirus outbreak. Pencil on Bristol, 9x12 ",03/04/2020,lockdown
Get Out II,03/04/2020,lockdown
Do you get paid during an interview?,03/04/2020,lockdown
Weren’t you mfs eating tide pods a few years ago?,03/04/2020,lockdown
Are y’all prepared for quarantine?! What are the 5 things you must have if we had to be on lockdown?,03/04/2020,lockdown
FB feed filled with people who are not taking it seriously. The only reason it is half contained in China was lockdown + aerosolized bleach everywhere. America’s arrogance will be our downfall. Low rates will also cause people to pull money from US and invest elsewhere.,03/04/2020,lockdown
"ah yes, going on lockdown bc an alligator wandered onto school property. growing up in florida was wild. ",03/04/2020,lockdown
James Harden,03/04/2020,lockdown
I’m trying to enjoy my last 15 minutes before class in peace,03/04/2020,lockdown
Excuse me miss crying in Starbucks at the Bookstore but can you please do that somewhere else?,03/04/2020,lockdown
This is also your 25 year reminder that Amy Heckerling wrote & directed the iconic film #Clueless. She was and will always be ahead of her time as an innovative &amp; talented creator. Her filmography is deep so check it out (make lockdown fun!). https://www.imdb.com/filmosearch?role=nm0002132&amp;job_type=director,03/04/2020,lockdown
There is a rumor that the tarp that covers the tunnel during UNC football games has that quote on it ,03/04/2020,lockdown
White House on Lockdown After Television Is Hurled Out Window ,03/04/2020,lockdown
@LakotaSuper text from my daughter about school on lockdown. Updates to the situation?? #lehs #lakotaeast,03/04/2020,lockdown
"IT’S GAME DAY! Tonight at the Omniplex , game 3 against the @BPontiacs. The Thunder are up 2-0 in the series and looking to lockdown games 3 and 4 on home ice. #Thunderrolls #LetsGoThunder #playoffs#AJHL @TheAJHL",03/04/2020,lockdown
@10News Eastlake HS no longer on #lockdown #chulavista but they’re on “secure campus” which means the gates are closed and they’re monitoring everyone who comes on or off campus right now.,03/04/2020,lockdown
"Man Trey Songz really had the R&B game on lockdown from like 09-13, dude was a walking classic",03/04/2020,lockdown
#HappeningNow!! Reporter @10NewsMaryMac is live right now at Eastlake High School in Chula Vista where the school is currently on lockdown status as Eastlake High School Teachers are now protesting budget school cuts! Her story coming up on @10News Midday at 11am!!,03/04/2020,lockdown
Eastlake HS #lockdown - police via helicopter looking for a Hispanic man wearing a black hoodie and a baseball cap. @10News,03/04/2020,lockdown
Please pray for Eastlake HighSchool. #lockdown,03/04/2020,lockdown
Bruh the Broncos better not release Chris Harris. Dude is a underrated lockdown corner,03/04/2020,lockdown
"Today's trending news, two youths arrested in Georgetown robberies, lockdown at Georgetown schools... Tune in for full details... http://www.haltonhitz.com",03/04/2020,lockdown
@SCDCNews can someone tell me if Kirkland was on lockdown yesterday 3/3/20??,03/04/2020,lockdown
Happening now: A patient is being transported from Life Care Center of Kirkland where an outbreak of #coronavirus has kept the center essentially on lockdown. The medics are in full gear. #Q13FOX,03/04/2020,lockdown
Est-ce que tu vas remettre Baie Johan-Beetz en lockdown comme dans le temps? ,03/04/2020,lockdown
I will never forget the day of the riots at Flowers. Whole school was on lockdown while the hoods were tryna kill each other in the hallways. They had the jail bus pull up and haul all their asses out in zip ties bc they ran out of handcuffs. ,03/04/2020,lockdown
Life in lockdown by Robert Barton ,03/04/2020,lockdown
"Good morning Oklahoma! We’re outside Kate Barnard Correctional Center, which is one of the prisons that’s supposed to resume normal operations after a statewide lockdown was put in place yesterday. ",03/04/2020,lockdown
my obsession with lockdown has made my suitemates question my sanity ,03/04/2020,lockdown
UTC -7 | ZH — UK cities could follow China's lead in being placed on 'lockdown': Matt Hancock the Health Secretary has said the government has not ruled out China's lead in isolating cities in case of a pandemic. Hancock was ... View article... http://dlvr.it/RRCm82,03/04/2020,lockdown
This is not the appropriate response. The right way to handle this was to steal her Louis and sell it,03/04/2020,lockdown
So you’re telling me mission college went on lockdown yesterday because someone reported that a man cutting an orange with a knife??? ,03/04/2020,lockdown
Unpaid parking ticket,03/04/2020,lockdown
Lakers ain’t bullsh*ttin! Lockdown Philly late in that 2nd quarter #LakeShow,03/04/2020,lockdown
"The flu, has never caused multiple cities in countries to lockdown. No it isint the flu",03/04/2020,lockdown
You really plugging your travel codes when the world is on the brink of lockdown? ,03/04/2020,lockdown
"That lockdown Zips D made the second half tough to watch, but there were plenty of moments in this game that showed that the Boals era is really going to be good. Ohio falls to 15-15 in their penultimate regular season game, 2-7 in the black uniforms. ",03/04/2020,lockdown
My mother in law works at a hospital and she has two patients on lockdown w coronavirus.... it was nice knowing y’all ,03/04/2020,lockdown
The lockdown: One month in Wuhan https://youtu.be/XU9FVqwO4TM via @YouTube,03/04/2020,lockdown
You sound like a lockdown ,03/04/2020,lockdown
My professor just told us that NorthWest Vista was on COMPLETE LOCKDOWN yesterday because someone said they might have come in contact with someone else who HAD IT ,03/04/2020,lockdown
"In addition to the season-high scoring, Coffey was his usual lockdown self, limiting Chaz Austin to eight points. ",03/04/2020,lockdown
Watts has played lockdown defense on Myron Jones in the second half.,03/04/2020,lockdown
Why Mr. Salters said “LOCKDOWN LOCKDOWN LOCKDOWN” ,03/04/2020,lockdown
"The chinese has created the largest prison lockdown in the history of all mankind,spanning to 4 corners of the globe. ",03/04/2020,lockdown
"Did the chinese create a global Prison, sparking a lockdown on the 4 corners of the world, what do you think? ",03/04/2020,lockdown
You wild if you own white hoodies,03/04/2020,lockdown
4.0 this term. Lockdown browser and the A- tried it though.,03/04/2020,lockdown
Deuce deuce so nice and clean #OG #lockdown #dynasty,03/04/2020,lockdown
@ChrisHarrisJr so humble hate Denver isn’t trying harder to keep a lockdown CB1,03/04/2020,lockdown
Trynna not have these late mf hours,03/04/2020,lockdown
 Not sure what I think of all this Coronavirus talk. I just spoke to my sister in S.F. and she said she won't be surprised if the whole city goes on lockdown in the next 2 weeks. Some schools have announced they are closing to disinfect them.,03/05/2020,lockdown
"Yeah, the world is heavy and WA is under Coronavirus lockdown right now... but I feel really understood by this meme right now. I am Baby Yoda ",03/05/2020,lockdown
San Diego | 'Security threat' sends Naval Base San Diego into lockdown ,03/05/2020,lockdown
them and whoever made lockdown browser ,03/05/2020,lockdown
And if you swooped there black pair hit some licks for me,03/05/2020,lockdown
"@LuxStLou I heard the Bond movie is being postponed because it won't open in China, which will kill weekend premiere numbers. China is basically on lockdown for that kind of stuff.",03/05/2020,lockdown
"Nothing makes me happier when I write up lockdown drill reports than seeing that not only has the training we did stuck as a result of the great work by @SyracuseSchools, but we also are tracking continued improvement! Perfection is a myth, but we can always strive to be better.",03/05/2020,lockdown
Y’all better put the alternate laces on the Supreme AF1s if you copped,03/05/2020,lockdown
Ahh yes always a good day when you’re finding out candidates are sending memes to one another on twitter ,03/05/2020,lockdown
That makes sense to me. Good lockdown activity.,03/05/2020,lockdown
there were many but the only one i remember is a kid pulled a BB gun out during lunch and had the school on lockdown for a good minute. ,03/05/2020,lockdown
"Thoughts? San Francisco :: San Diego naval base briefly placed on lockdown amid security incident: Base personnel were advised to ""seek shelter and remain in place,"" according to a Facebook post at 11:45 a.m. ",03/05/2020,lockdown
@bullyray5150 winning the championship at lockdown was just on @IMPACTWRESTLING @PlutoTV channel. What a great moment!,03/05/2020,lockdown
"@realDonaldTrump I voted for you, I convinced others to vote for you. Overall, been happy. However, this is blowing up! I respect you. Appreciate you. I am entertained by you. However,the best thing you can do, is that which is extreme that no one wants! Lockdown!",03/05/2020,lockdown
Team B lockdown,03/05/2020,lockdown
"The school is on lockdown bc niggas outside shooting, now the office crowded and I can’t tell jokes anymore smh",03/05/2020,lockdown
Well I read some comments and turns out since everything in China is on lockdown no one will really go to the movies to see it and they’re losing out on a big market because of it. I hate capitalism sometimes,03/05/2020,lockdown
They got you on lockdown lol,03/05/2020,lockdown
Which is the same quandry with the Indians- if they did lockdown Lindor what would make you think they are going to spend anymore on the rest of the team? If I can see that I am sure Lindor and his agent are thinking the same thing.,03/05/2020,lockdown
Jorgensen realized she could not shield her children — especially because they have lockdown drills at their elementary school to prepare for the possibility of an active shooter. “I’d rather have them feel hopeful and empowered than scared.” @MomsDemand,03/05/2020,lockdown
Tmac gonna go off too don’t forget how cold that man was him Kobe and Michael smh That team is lockdown defense all the way,03/05/2020,lockdown
Always an exciting day when we get to work with our friends at @SyracuseSchools! Checking in on our friends at @MeachemSCSD and others with their lockdown practices. Always great to see continued improvement! #SchoolSafety – at Meachem Elementary,03/05/2020,lockdown
Careful! I was put in Twitter lockdown because I said the Dems are coming to kick his ass!! We ARE and he should know it!!!!!#bluewave #bluenomatterwho,03/05/2020,lockdown
My brother lives in Dubai and is supposed to visit me next month. The whole country is on lockdown because of coronavirus. Schools are closed &amp; events have been canceled. But I’m the asshole because I told him maybe he should postpone his trip and stay at my house ,03/05/2020,lockdown
The next female I lockdown with gotta be a goat,03/05/2020,lockdown
Like soggy toast. But thanks for asking. At least not on lockdown as Israel seems to be. Good time to do major reading.,03/05/2020,lockdown
Sigh. Just catching up on the news. Goodness. Israel appears to be going on lockdown.,03/05/2020,lockdown
"In China, they had a military style lockdown. In Iran they released 54,000 prisoners b/c they had no way to prevent spreading of the virus in prisons. In Italy, schools are closed, events canceled. In America we make jokes about it to own the libs. #coronavirus",03/05/2020,lockdown
Should we store food in case of lockdown #askGMA,03/05/2020,lockdown
LOCKDOWN. #SportsPhotographer,03/05/2020,lockdown
Do we in US need a lockdown like other nations #askGMA,03/05/2020,lockdown
Seattle should be on lockdown for 14 days. It'll give the rest of the west coast time to prepare.,03/05/2020,lockdown
San Diego | Search for armed man prompts Eastlake High School lockdown ,03/05/2020,lockdown
Personal Essay: Coronavirus Lockdown Is A 'Living Hell' ,03/05/2020,lockdown
That’s what I said! These are lockdown-only goods,03/05/2020,lockdown
Rose Bowl Day 3 tickets secured!! Me and @JUNGKOOK_NA0 are going to ALL THREE DAYS of Rose Bowl with soundcheck for day 2!! We going bangtan lockdown for an entire week! I’m so excited!!! @BTS_twt #BTS #MapOfTheSoulTour,03/05/2020,lockdown
Ovechkin playing lockdown defense. Not.,03/05/2020,lockdown
Tell me where GOPs are definitely worse than Dems please? Not in rhetoric but actions & policy enactments. (I'm not mad at you I'm mad because I keep reading this & I've seen no evidence of it- having moved from a Dem lockdown area to a GOP lockdown area),03/05/2020,lockdown
Lockdown to start the day...254 students in the library on my own. Today was a day!!!,03/05/2020,lockdown
What kinda questions were you expecting us to ask you on a lockdown AMA? ,03/05/2020,lockdown
Lockdown | Congratulations to Hailey Stevens on being named 1st Team All-Defense | Hailey was recognized for being one of the few players who guards all 5 positions | #TitanPride ,03/05/2020,lockdown
"Biltmore Village in #Asheville is on lockdown. Police, Fire Department as far as we can see. #avlnews – at Grand Bohemian Hotel Asheville, Autograph Collection",03/05/2020,lockdown
"I’ve been saying this for weeks. The US needs to get ready to be locked down for weeks, if not months. I am a teacher as well, & do not worry easily, but I’ve already started stocking non-perishables in case we lockdown. A research lab 2.7 miles away will have the virus.",03/06/2020,lockdown
I would also like to say that I left one of them on read ,03/06/2020,lockdown
"I got BORED and texted 7 different girls “wyd tomorrow” on February 13, 2020",03/06/2020,lockdown
"Under Lockdown and Quarantine, China’s Punk Rock Bands Are Taking the Mosh Pit Online ",03/06/2020,lockdown
I’m at Yorkdale we’re on lockdown I’m safe. – at Apple Yorkdale,03/06/2020,lockdown
I need as many of these @desusnice and @THEKIDMERO cartoons possible while I’m on Coronavirus lockdown ,03/06/2020,lockdown
I don’t know anyone over the age of 30 having a panic attack from the #COVID19US ,03/06/2020,lockdown
1 week in lockdown with the kitty ,03/06/2020,lockdown
She finna age like J-Lo,03/06/2020,lockdown
Always the unproblematic white women who age like fine wine,03/06/2020,lockdown
Can we get a Dutch Bro’s on University? Like where Americano Mexicano used to be,03/06/2020,lockdown
